
JPMorgan Chase & Co,Last: 356.92,Change:  3.71
"Date: July 27, 2026 at 10:17 AM EDT",Bid: 356.9,Ask: 357.11,Size: 40*40,"Volume: 697,906"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 07 2026,JPM260807C00255000,0,0,101.95,103.8,0,0.9753,0.998,0.0001,0,255.00,JPM260807P00255000,0.02,0,0,2.13,0,1.1277,-0.0019,0.0001,240
Fri Aug 07 2026,JPM260807C00260000,0,0,96.35,98.8,0,0.7922,0.9977,0.0002,0,260.00,JPM260807P00260000,0.12,0,0,0.85,0,0.9135,-0.0022,0.0002,2
Fri Aug 07 2026,JPM260807C00265000,0,0,91.4,94.1,0,0.8302,0.9973,0.0002,0,265.00,JPM260807P00265000,0.1,0,0,0.28,0,0.7394,-0.0026,0.0002,8
Fri Aug 07 2026,JPM260807C00270000,71.65,0,86.3,88.8,0,0.6814,0.9968,0.0002,1,270.00,JPM260807P00270000,0.4,0,0,0.09,0,0.6122,-0.0031,0.0002,5
Fri Aug 07 2026,JPM260807C00275000,0,0,81.35,84.1,0,0.7252,0.9962,0.0003,0,275.00,JPM260807P00275000,0.02,0,0,0.67,0,0.7441,-0.0037,0.0003,36
Fri Aug 07 2026,JPM260807C00280000,0,0,76.35,78.85,0,0.6228,0.9955,0.0004,0,280.00,JPM260807P00280000,0.18,0,0,1.61,0,0.8149,-0.0044,0.0004,96
Fri Aug 07 2026,JPM260807C00285000,0,0,71.65,73.85,0,0.642,0.9946,0.0005,0,285.00,JPM260807P00285000,0.03,0,0,2.14,0,0.8112,-0.0053,0.0005,52
Fri Aug 07 2026,JPM260807C00290000,0,0,66.5,68.85,0,0.5697,0.9934,0.0006,0,290.00,JPM260807P00290000,0.12,0,0,0.45,0,0.5759,-0.0065,0.0006,154
Fri Aug 07 2026,JPM260807C00295000,41.74,0,62,63.9,0,0.6052,0.9919,0.0008,1,295.00,JPM260807P00295000,0.14,0,0,0.67,0,0.5696,-0.008,0.0008,52
Fri Aug 07 2026,JPM260807C00300000,47.98,0,56.45,58.9,0,0.4832,0.9899,0.001,3,300.00,JPM260807P00300000,0.3,0,0,0.3,0,0.4657,-0.01,0.001,50
Fri Aug 07 2026,JPM260807C00305000,31.65,0,51.6,53.9,0,0.465,0.9873,0.0013,2,305.00,JPM260807P00305000,0.09,-0.08,0,0.09,1,0.3661,-0.0126,0.0013,135
Fri Aug 07 2026,JPM260807C00310000,38.84,0,47.05,48.95,0,0.4772,0.9838,0.0017,5,310.00,JPM260807P00310000,0.25,0.07,0,0.66,3,0.4416,-0.0162,0.0017,154
Fri Aug 07 2026,JPM260807C00315000,38.35,0,42.2,44,0,0.4481,0.9788,0.0022,60,315.00,JPM260807P00315000,0.16,-0.02,0,0.29,7,0.3495,-0.0212,0.0022,191
Fri Aug 07 2026,JPM260807C00320000,29.22,0,37.2,39.05,0,0.4053,0.9716,0.0031,15,320.00,JPM260807P00320000,0.34,0.065,0.1,0.38,5,0.3384,-0.0284,0.0031,188
Fri Aug 07 2026,JPM260807C00322500,0,0,34.5,36.6,0,0.3713,0.9667,0.0036,0,322.50,JPM260807P00322500,0.37,0,0.01,0.43,0,0.3137,-0.0334,0.0036,31
Fri Aug 07 2026,JPM260807C00325000,26.3,0,31.95,34.15,0,0.3484,0.9606,0.0043,14,325.00,JPM260807P00325000,0.21,-0.225,0.15,0.44,21,0.3098,-0.0395,0.0043,715
Fri Aug 07 2026,JPM260807C00327500,0,0,29.4,31.75,0,0.3289,0.953,0.0052,0,327.50,JPM260807P00327500,0.25,-0.33,0.1,0.4,24,0.2805,-0.0472,0.0052,44
Fri Aug 07 2026,JPM260807C00330000,20.92,0,27.4,29.3,0,0.3372,0.9433,0.0062,66,330.00,JPM260807P00330000,0.4,-0.34,0.3,0.51,90,0.2863,-0.0569,0.0062,149
Fri Aug 07 2026,JPM260807C00332500,19.42,0,25,26.95,0,0.3247,0.9309,0.0075,10,332.50,JPM260807P00332500,0.53,-0.44,0.46,0.58,40,0.2797,-0.0694,0.0075,16
Fri Aug 07 2026,JPM260807C00335000,23.75,4.75,22.75,24.6,1,0.3165,0.915,0.009,65,335.00,JPM260807P00335000,0.6,-0.625,0.56,0.74,74,0.2713,-0.0855,0.0091,214
Fri Aug 07 2026,JPM260807C00337500,17.12,0,20.45,22.25,0,0.3034,0.8945,0.0109,13,337.50,JPM260807P00337500,0.84,-0.8,0.67,1.03,4,0.2662,-0.1062,0.011,84
Fri Aug 07 2026,JPM260807C00340000,19.28,4.455,18.3,20,11,0.2964,0.8683,0.013,192,340.00,JPM260807P00340000,1.1,-0.88,0.85,1.24,36,0.2566,-0.1326,0.0131,340
Fri Aug 07 2026,JPM260807C00342500,17.45,4.3,16.1,17.85,1,0.2872,0.8359,0.0154,29,342.50,JPM260807P00342500,1.37,-1.295,1.26,1.57,8,0.2552,-0.1653,0.0155,38
Fri Aug 07 2026,JPM260807C00345000,15.2,4.225,13.7,15.75,5,0.2704,0.7969,0.0179,675,345.00,JPM260807P00345000,1.68,-1.57,1.5,2.02,1,0.2468,-0.2047,0.0181,76
Fri Aug 07 2026,JPM260807C00347500,9.05,0,11.65,13.75,0,0.262,0.7516,0.0205,109,347.50,JPM260807P00347500,2,-1.975,1.92,2.49,3,0.2392,-0.2505,0.0207,85
Fri Aug 07 2026,JPM260807C00350000,11.65,3.75,10.05,11.2,4,0.247,0.7,0.0229,422,350.00,JPM260807P00350000,2.47,-2.38,2.6,3.15,54,0.2372,-0.3028,0.0232,172
Fri Aug 07 2026,JPM260807C00352500,9.65,3.15,8.45,9.75,6,0.2512,0.6421,0.0252,62,352.50,JPM260807P00352500,3.55,-2.375,2.86,3.95,5,0.2208,-0.3614,0.0255,145
Fri Aug 07 2026,JPM260807C00355000,7.25,2.125,6.9,7.6,118,0.2356,0.5783,0.027,888,355.00,JPM260807P00355000,4.58,-2.545,4.4,4.95,15,0.2336,-0.426,0.0273,38
Fri Aug 07 2026,JPM260807C00357500,6,1.95,5.5,6.4,5,0.2362,0.51,0.028,53,357.50,JPM260807P00357500,5.6,-3.35,5.45,6,6,0.2279,-0.4953,0.0284,0
Fri Aug 07 2026,JPM260807C00360000,4.9,1.725,4.1,5.3,20,0.2322,0.4395,0.0281,416,360.00,JPM260807P00360000,6.6,-3.85,6.25,7.85,10,0.2263,-0.5669,0.0286,19
Fri Aug 07 2026,JPM260807C00362500,3.55,1.165,3.2,4.05,6,0.2283,0.3699,0.0272,100,362.50,JPM260807P00362500,0,0,7.35,8.75,0,0.2022,-0.6378,0.0277,0
Fri Aug 07 2026,JPM260807C00365000,2.7,0.945,2.27,2.88,8,0.2178,0.304,0.0254,458,365.00,JPM260807P00365000,33.21,0,8.75,11.05,0,0.2082,-0.7049,0.026,2
Fri Aug 07 2026,JPM260807C00367500,2.2,0.925,1.73,2.52,1,0.2277,0.2443,0.0229,42,367.50,JPM260807P00367500,0,0,10.6,12.45,0,0.1932,-0.7662,0.0235,0
Fri Aug 07 2026,JPM260807C00370000,1.46,0.455,1.09,1.93,7,0.2234,0.1921,0.02,96,370.00,JPM260807P00370000,0,0,12.6,14.4,0,0.185,-0.82,0.0207,0
Fri Aug 07 2026,JPM260807C00372500,0,0,0.71,1.49,0,0.2235,0.1482,0.0169,0,372.50,JPM260807P00372500,0,0,14.75,16.65,0,0.1809,-0.8657,0.0176,0
Fri Aug 07 2026,JPM260807C00375000,0.7,0.34,0.59,0.98,2,0.2235,0.1128,0.0139,102,375.00,JPM260807P00375000,17,-5.725,16.95,19.5,11,0.2047,-0.9028,0.0147,0
Fri Aug 07 2026,JPM260807C00380000,0.33,0.065,0.04,0.5,11,0.2086,0.0654,0.009,14,380.00,JPM260807P00380000,0,0,21.7,24.2,0,0.1806,-0.9532,0.0099,0
Fri Aug 07 2026,JPM260807C00385000,0.15,0,0.01,0.39,0,0.2307,0.0416,0.0059,35,385.00,JPM260807P00385000,44.95,0,26.6,29.15,0,0,-0.9776,0.0062,0
Fri Aug 07 2026,JPM260807C00390000,0.07,0.005,0.05,0.86,1,0.3071,0.0304,0.0042,588,390.00,JPM260807P00390000,55.57,0,31.6,34.1,0,0,-0.9873,0.0039,0
Fri Aug 07 2026,JPM260807C00395000,0.04,-0.38,0,0.73,1,0.3277,0.0244,0.0032,18,395.00,JPM260807P00395000,0,0,36.6,39.1,0,0,-0.9914,0.0027,0
Fri Aug 07 2026,JPM260807C00400000,0.56,0,0,2.13,0,0.4518,0.0205,0.0026,14,400.00,JPM260807P00400000,0,0,41.6,44.1,0,0,-0.9938,0.002,0
Fri Aug 07 2026,JPM260807C00405000,1.06,0,0,1.89,0,0.4751,0.0175,0.0021,4,405.00,JPM260807P00405000,0,0,46.6,49.1,0,0,-0.9954,0.0014,0
Fri Aug 07 2026,JPM260807C00410000,0,0,0,2.13,0,0.5247,0.0152,0.0017,0,410.00,JPM260807P00410000,0,0,51.6,54.1,0,0,-0.9964,0.0011,0
Fri Aug 07 2026,JPM260807C00415000,0,0,0,2.13,0,0.5591,0.0133,0.0014,0,415.00,JPM260807P00415000,0,0,56.6,59.1,0,0,-0.9973,0.0008,0
Fri Aug 07 2026,JPM260807C00420000,0,0,0,1.95,0,0.582,0.0117,0.0012,0,420.00,JPM260807P00420000,0,0,61.6,64.1,0,0,-0.9979,0.0006,0
Fri Aug 14 2026,JPM260814C00170000,0,0,186.4,189.1,0,1.4633,0.9995,0,0,170.00,JPM260814P00170000,0,0,0,2.13,0,1.759,-0.0003,0,0
Fri Aug 14 2026,JPM260814C00175000,0,0,181.25,184.1,0,1.3524,0.9995,0,0,175.00,JPM260814P00175000,0.01,0,0,2.13,0,1.6974,-0.0003,0,10
Fri Aug 14 2026,JPM260814C00180000,0,0,176.4,179.1,0,1.3452,0.9994,0,0,180.00,JPM260814P00180000,0,0,0,2.13,0,1.6376,-0.0004,0,0
Fri Aug 14 2026,JPM260814C00185000,0,0,171.3,174.1,0,1.2559,0.9994,0,0,185.00,JPM260814P00185000,0,0,0,2.13,0,1.5793,-0.0004,0,0
Fri Aug 14 2026,JPM260814C00190000,0,0,166.3,169.15,0,1.2178,0.9993,0,0,190.00,JPM260814P00190000,0,0,0,2.13,0,1.5225,-0.0005,0,0
Fri Aug 14 2026,JPM260814C00195000,0,0,161.3,164.15,0,1.1642,0.9992,0,0,195.00,JPM260814P00195000,0,0,0,2.13,0,1.4672,-0.0005,0,0
Fri Aug 14 2026,JPM260814C00200000,0,0,156.3,159.15,0,1.1119,0.9992,0,0,200.00,JPM260814P00200000,0,0,0,2.13,0,1.4131,-0.0006,0,0
Fri Aug 14 2026,JPM260814C00205000,0,0,151.3,154.15,0,1.0609,0.9991,0,0,205.00,JPM260814P00205000,0,0,0,2.14,0,1.3615,-0.0007,0,0
Fri Aug 14 2026,JPM260814C00210000,0,0,146.5,149.2,0,1.0808,0.999,0,0,210.00,JPM260814P00210000,0,0,0,2.14,0,1.3099,-0.0008,0,0
Fri Aug 14 2026,JPM260814C00215000,0,0,141.35,144.2,0,0.9934,0.9989,0,0,215.00,JPM260814P00215000,0,0,0,2.14,0,1.2594,-0.0009,0,0
Fri Aug 14 2026,JPM260814C00220000,0,0,136.5,139.2,0,0.9846,0.9987,0.0001,0,220.00,JPM260814P00220000,0,0,0,2.14,0,1.2099,-0.001,0.0001,0
Fri Aug 14 2026,JPM260814C00225000,0,0,131.35,134.25,0,0.9133,0.9986,0.0001,0,225.00,JPM260814P00225000,0,0,0,2.14,0,1.1615,-0.0012,0.0001,0
Fri Aug 14 2026,JPM260814C00230000,0,0,126.4,129.25,0,0.8808,0.9984,0.0001,0,230.00,JPM260814P00230000,0,0,0,2.14,0,1.114,-0.0014,0.0001,0
Fri Aug 14 2026,JPM260814C00235000,0,0,121.4,124.25,0,0.8364,0.9982,0.0001,0,235.00,JPM260814P00235000,0,0,0,2.15,0,1.0682,-0.0016,0.0001,0
Fri Aug 14 2026,JPM260814C00240000,0,0,116.4,119.25,0,0.793,0.998,0.0001,0,240.00,JPM260814P00240000,0,0,0,2.15,0,1.0224,-0.0018,0.0001,0
Fri Aug 14 2026,JPM260814C00245000,0,0,111.45,114.3,0,0.7732,0.9977,0.0001,0,245.00,JPM260814P00245000,0,0,0,2.15,0,0.9773,-0.0021,0.0001,0
Fri Aug 14 2026,JPM260814C00250000,0,0,106.65,109.3,0,0.7688,0.9973,0.0002,0,250.00,JPM260814P00250000,0,0,0,2.15,0,0.933,-0.0024,0.0002,0
Fri Aug 14 2026,JPM260814C00255000,86.5,0,101.7,104.3,0,0.7355,0.9969,0.0002,2,255.00,JPM260814P00255000,0,0,0,2.14,0,0.8886,-0.0028,0.0002,0
Fri Aug 14 2026,JPM260814C00260000,0,0,96.65,99.3,0,0.6869,0.9965,0.0002,0,260.00,JPM260814P00260000,0.03,0,0,0.63,0,0.6872,-0.0033,0.0002,7
Fri Aug 14 2026,JPM260814C00265000,0,0,91.5,94.35,0,0.6303,0.9959,0.0003,0,265.00,JPM260814P00265000,0,0,0,0.59,0,0.6449,-0.0039,0.0003,0
Fri Aug 14 2026,JPM260814C00270000,70.15,0,86.65,89.35,0,0.6157,0.9952,0.0003,1,270.00,JPM260814P00270000,0.05,0,0,0.09,0,0.482,-0.0046,0.0003,15
Fri Aug 14 2026,JPM260814C00275000,84.14,5.965,81.55,84.35,4,0.5619,0.9943,0.0004,0,275.00,JPM260814P00275000,0.23,0,0,0.67,0,0.5863,-0.0055,0.0004,15
Fri Aug 14 2026,JPM260814C00280000,63.2,0,76.7,79.4,0,0.5529,0.9933,0.0005,2,280.00,JPM260814P00280000,0.1,0,0,2.17,0,0.6816,-0.0066,0.0005,25
Fri Aug 14 2026,JPM260814C00285000,0,0,71.6,74.4,0,0.5023,0.9919,0.0006,0,285.00,JPM260814P00285000,0.24,0,0,0.45,0,0.4865,-0.0079,0.0006,72
Fri Aug 14 2026,JPM260814C00290000,0,0,66.6,69.4,0,0.4658,0.9903,0.0008,0,290.00,JPM260814P00290000,0.25,0,0,0.63,0,0.4782,-0.0096,0.0008,172
Fri Aug 14 2026,JPM260814C00295000,0,0,61.6,64.45,0,0.4363,0.9881,0.001,0,295.00,JPM260814P00295000,0.18,0,0,0.29,0,0.3961,-0.0117,0.001,63
Fri Aug 14 2026,JPM260814C00300000,36,0,56.8,59.45,0,0.4224,0.9852,0.0012,10,300.00,JPM260814P00300000,0.1,-0.19,0,0.13,50,0.3296,-0.0146,0.0012,34
Fri Aug 14 2026,JPM260814C00305000,36.81,0,51.85,54.5,0,0.3956,0.9814,0.0016,2,305.00,JPM260814P00305000,0.22,0,0,2.24,0,0.4863,-0.0184,0.0016,137
Fri Aug 14 2026,JPM260814C00310000,35.56,0,46.75,49.55,0,0.3556,0.9762,0.0021,3,310.00,JPM260814P00310000,0.3,0,0.01,0.47,0,0.3306,-0.0237,0.0021,280
Fri Aug 14 2026,JPM260814C00315000,38.3,0,42.1,44.4,0,0.3356,0.9688,0.0028,26,315.00,JPM260814P00315000,0.7,0.285,0.07,0.56,6,0.3134,-0.0311,0.0028,117
Fri Aug 14 2026,JPM260814C00320000,26.61,0,37.3,39.5,0,0.3183,0.958,0.0038,2,320.00,JPM260814P00320000,0.33,-0.26,0.25,0.42,10,0.2841,-0.042,0.0038,288
Fri Aug 14 2026,JPM260814C00325000,28.82,0,32.15,34.7,0,0.2841,0.9419,0.0052,14,325.00,JPM260814P00325000,0.55,-0.345,0.49,0.61,6,0.2779,-0.0582,0.0052,95
Fri Aug 14 2026,JPM260814C00327500,0,0,30.35,32.3,0,0.3007,0.931,0.0061,0,327.50,JPM260814P00327500,0,0,0.27,1.07,0,0.2722,-0.0691,0.0061,0
Fri Aug 14 2026,JPM260814C00330000,29.23,4.88,28.05,30,8,0.2952,0.9178,0.0071,26,330.00,JPM260814P00330000,0.76,-0.63,0.64,0.9,57,0.2627,-0.0825,0.0072,148
Fri Aug 14 2026,JPM260814C00332500,0,0,25.7,27.7,0,0.286,0.9014,0.0083,0,332.50,JPM260814P00332500,0,0,0.65,1.46,0,0.2652,-0.0989,0.0084,0
Fri Aug 14 2026,JPM260814C00335000,24.1,3.725,23.4,25.45,1,0.278,0.8815,0.0097,82,335.00,JPM260814P00335000,1.23,-0.8,1,1.38,7,0.2541,-0.119,0.0098,137
Fri Aug 14 2026,JPM260814C00337500,0,0,21.25,23.25,0,0.2731,0.8574,0.0112,0,337.50,JPM260814P00337500,0,0,0.95,2.01,0,0.2503,-0.1434,0.0113,0
Fri Aug 14 2026,JPM260814C00340000,20.67,4.32,19.2,21.1,18,0.2692,0.8288,0.0128,83,340.00,JPM260814P00340000,1.75,-1.235,1.53,2.13,20,0.2465,-0.1721,0.0129,395
Fri Aug 14 2026,JPM260814C00342500,0,0,16.85,19.05,0,0.258,0.796,0.0144,0,342.50,JPM260814P00342500,0,0,1.8,2.77,0,0.2439,-0.2058,0.0146,0
Fri Aug 14 2026,JPM260814C00345000,16.67,4.02,14.8,17.05,3,0.2517,0.759,0.0161,192,345.00,JPM260814P00345000,2.6,-1.7,2.27,2.96,5,0.2329,-0.2432,0.0163,979
Fri Aug 14 2026,JPM260814C00347500,0,0,12.9,15.15,0,0.2471,0.7182,0.0177,0,347.50,JPM260814P00347500,0,0,2.92,4,0,0.2388,-0.2846,0.0179,0
Fri Aug 14 2026,JPM260814C00350000,12.41,2.985,11.55,13.05,13,0.2452,0.6736,0.0192,482,350.00,JPM260814P00350000,3.88,-2.195,3.5,4.3,7,0.2258,-0.3298,0.0195,197
Fri Aug 14 2026,JPM260814C00352500,0,0,9.95,11.7,0,0.2478,0.6253,0.0206,0,352.50,JPM260814P00352500,4.57,4.57,3.75,5.45,1,0.2185,-0.3789,0.0208,0
Fri Aug 14 2026,JPM260814C00355000,8.76,2.11,8.4,9.6,8,0.2352,0.5735,0.0216,101,355.00,JPM260814P00355000,5.62,-2.68,5.25,6.4,2,0.2241,-0.4316,0.022,60
Fri Aug 14 2026,JPM260814C00357500,7.8,7.8,6.8,8.4,3,0.2323,0.5188,0.0224,0,357.50,JPM260814P00357500,0,0,5.5,7.5,0,0.2077,-0.4873,0.0228,0
Fri Aug 14 2026,JPM260814C00360000,6.13,1.655,5.7,6.5,15,0.2221,0.4623,0.0227,1302,360.00,JPM260814P00360000,14.55,0,6.8,8.65,0,0.2041,-0.545,0.0232,19
Fri Aug 14 2026,JPM260814C00362500,0,0,4.45,5.95,0,0.2265,0.4053,0.0225,0,362.50,JPM260814P00362500,0,0,8.15,9.9,0,0.1978,-0.6034,0.023,0
Fri Aug 14 2026,JPM260814C00365000,4.32,1.445,3.5,4.9,1,0.2235,0.3494,0.0217,520,365.00,JPM260814P00365000,14.75,0,9.7,11.85,0,0.2013,-0.6609,0.0223,4
Fri Aug 14 2026,JPM260814C00367500,0,0,2.65,3.95,0,0.2193,0.296,0.0205,0,367.50,JPM260814P00367500,0,0,11.45,13.35,0,0.1952,-0.716,0.0212,0
Fri Aug 14 2026,JPM260814C00370000,2.45,0.72,2.2,2.8,2,0.2138,0.2465,0.0189,335,370.00,JPM260814P00370000,0,0,13.3,15.25,0,0.1927,-0.7673,0.0196,0
Fri Aug 14 2026,JPM260814C00372500,0,0,1.38,2.52,0,0.2132,0.202,0.0169,0,372.50,JPM260814P00372500,0,0,15.3,17.15,0,0.1871,-0.8139,0.0178,0
Fri Aug 14 2026,JPM260814C00375000,1.02,0,0.96,1.88,0,0.2086,0.1632,0.0149,153,375.00,JPM260814P00375000,0,0,17.4,19.3,0,0.1831,-0.855,0.0158,0
Fri Aug 14 2026,JPM260814C00380000,0.8,0.175,0.45,1.2,12,0.2096,0.104,0.0108,98,380.00,JPM260814P00380000,34.65,0,21.9,24.5,0,0.2051,-0.9195,0.012,1
Fri Aug 14 2026,JPM260814C00385000,0.26,0,0.13,0.81,0,0.2119,0.0664,0.0076,6,385.00,JPM260814P00385000,0,0,26.65,28.65,0,0,-0.961,0.0086,0
Fri Aug 14 2026,JPM260814C00390000,0.12,0,0.01,0.51,0,0.2144,0.0456,0.0054,621,390.00,JPM260814P00390000,0,0,31.3,34.15,0,0,-0.9822,0.0054,0
Fri Aug 14 2026,JPM260814C00395000,0,0,0,0.89,0,0.2653,0.0346,0.004,0,395.00,JPM260814P00395000,0,0,36.3,39.15,0,0,-0.9905,0.0032,0
Fri Aug 14 2026,JPM260814C00400000,0.59,0,0,2.15,0,0.3532,0.0283,0.0032,17,400.00,JPM260814P00400000,0,0,41.55,44.15,0,0,-0.9944,0.0021,0
Fri Aug 14 2026,JPM260814C00405000,1.08,0,0,1.75,0,0.3647,0.0242,0.0026,3,405.00,JPM260814P00405000,0,0,46.3,49.15,0,0,-0.996,0.0015,0
Fri Aug 14 2026,JPM260814C00410000,0,0,0,0.95,0,0.3468,0.0211,0.0022,0,410.00,JPM260814P00410000,0,0,51.3,54.15,0,0,-0.997,0.0011,0
Fri Aug 14 2026,JPM260814C00415000,0,0,0,2.13,0,0.4372,0.0186,0.0018,0,415.00,JPM260814P00415000,0,0,56.3,59.15,0,0,-0.9977,0.0008,0
Fri Aug 14 2026,JPM260814C00420000,0,0,0,2.13,0,0.4639,0.0166,0.0016,0,420.00,JPM260814P00420000,0,0,61.3,64.15,0,0,-0.9983,0.0006,0
Fri Aug 21 2026,JPM260821C00145000,0,0,211.35,214.1,0,1.4863,0.9996,0,0,145.00,JPM260821P00145000,0.09,0,0,2.13,0,1.7845,-0.0001,0,48
Fri Aug 21 2026,JPM260821C00150000,163.72,0,206.35,209.15,0,1.4394,0.9996,0,0,150.00,JPM260821P00150000,0.11,0,0,1.24,0,1.5834,-0.0001,0,13
Fri Aug 21 2026,JPM260821C00155000,178.45,0,201.5,203.9,0,1.3474,0.9996,0,0,155.00,JPM260821P00155000,0.02,0,0,0.1,0,1.1361,-0.0001,0,78
Fri Aug 21 2026,JPM260821C00160000,146.8,0,196.55,198.9,0,1.3054,0.9996,0,0,160.00,JPM260821P00160000,0.02,0,0,0.02,0,0.9559,-0.0001,0,72
Fri Aug 21 2026,JPM260821C00165000,168.68,0,191.4,194.2,0,1.293,0.9995,0,0,165.00,JPM260821P00165000,0.12,0,0,2.13,0,1.551,-0.0001,0,69
Fri Aug 21 2026,JPM260821C00170000,148.55,0,186.5,188.9,0,1.176,0.9995,0,0,170.00,JPM260821P00170000,0.31,0,0,2.13,0,1.4971,-0.0002,0,47
Fri Aug 21 2026,JPM260821C00175000,122,0,181.45,184.2,0,1.1983,0.9995,0,0,175.00,JPM260821P00175000,0.11,0,0,2.13,0,1.4447,-0.0002,0,127
Fri Aug 21 2026,JPM260821C00180000,163.63,0,176.45,178.95,0,1.0686,0.9995,0,1,180.00,JPM260821P00180000,0.1,0,0,2.13,0,1.3938,-0.0002,0,78
Fri Aug 21 2026,JPM260821C00185000,148.45,0,171.45,174,0,1.0355,0.9994,0,0,185.00,JPM260821P00185000,1.06,0,0,2.13,0,1.3442,-0.0003,0,93
Fri Aug 21 2026,JPM260821C00190000,143.4,0,166.45,169.25,0,1.06,0.9994,0,0,190.00,JPM260821P00190000,0.06,0,0,0.06,0,0.8336,-0.0003,0,142
Fri Aug 21 2026,JPM260821C00195000,139.1,0,161.65,164.3,0,1.0668,0.9993,0,0,195.00,JPM260821P00195000,0.17,0,0,2.13,0,1.2489,-0.0004,0,99
Fri Aug 21 2026,JPM260821C00200000,133.67,0,156.5,159.3,0,0.9894,0.9992,0,0,200.00,JPM260821P00200000,0.02,0,0,0.02,0,0.7024,-0.0004,0,547
Fri Aug 21 2026,JPM260821C00205000,0,0,151.5,154.3,0,0.9441,0.9992,0,0,205.00,JPM260821P00205000,0.06,0,0,2.13,0,1.158,-0.0005,0,1
Fri Aug 21 2026,JPM260821C00210000,137.58,0,146.65,149.35,0,0.9402,0.9991,0,15,210.00,JPM260821P00210000,0.01,0,0,2.13,0,1.1142,-0.0006,0,129
Fri Aug 21 2026,JPM260821C00215000,0,0,141.55,144.35,0,0.878,0.999,0,0,215.00,JPM260821P00215000,0.02,0,0,2.13,0,1.0713,-0.0007,0,6
