
Bank of America Corp,Last: 62.6699,Change:  0.6199
"Date: July 27, 2026 at 10:22 AM EDT",Bid: 62.66,Ask: 62.67,Size: 700*400,"Volume: 4,893,499"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 07 2026,BAC260807C00055000,7.1,0,7.55,7.95,0,0.3618,0.983,0.0106,1041,55.00,BAC260807P00055000,0.04,0,0.01,0.05,0,0.3706,-0.0169,0.0106,677
Fri Aug 07 2026,BAC260807C00056000,7,1.025,6.55,7,5,0.3547,0.9766,0.0152,169,56.00,BAC260807P00056000,0.03,-0.015,0.03,0.05,4,0.3425,-0.0233,0.0152,656
Fri Aug 07 2026,BAC260807C00057000,5.8,0.8,5.6,5.9,3,0.2704,0.9648,0.023,125,57.00,BAC260807P00057000,0.08,0,0.02,0.08,0,0.3093,-0.0351,0.023,620
Fri Aug 07 2026,BAC260807C00058000,4.82,0.77,4.65,4.9,14,0.2582,0.9431,0.0361,1850,58.00,BAC260807P00058000,0.08,-0.055,0.07,0.1,131,0.2929,-0.0568,0.0362,884
Fri Aug 07 2026,BAC260807C00059000,3.25,0,3.8,3.95,0,0.2764,0.9054,0.0565,506,59.00,BAC260807P00059000,0.14,-0.1,0.12,0.14,118,0.2683,-0.0952,0.0569,1501
Fri Aug 07 2026,BAC260807C00060000,2.96,0.59,2.93,3.1,32,0.2744,0.8443,0.0848,3820,60.00,BAC260807P00060000,0.2,-0.205,0.21,0.25,56,0.2542,-0.1568,0.0856,571
Fri Aug 07 2026,BAC260807C00061000,2.13,0.505,2.1,2.28,50,0.2576,0.7518,0.1188,560,61.00,BAC260807P00061000,0.43,-0.25,0.36,0.43,118,0.2393,-0.2504,0.1201,528
Fri Aug 07 2026,BAC260807C00062000,1.34,0.295,1.38,1.48,108,0.2362,0.6225,0.1502,1408,62.00,BAC260807P00062000,0.68,-0.41,0.64,0.71,82,0.2264,-0.3813,0.1521,168
Fri Aug 07 2026,BAC260807C00063000,0.86,0.26,0.83,0.87,184,0.2218,0.4649,0.1633,2794,63.00,BAC260807P00063000,1.22,-0.44,1.07,1.15,112,0.2184,-0.5413,0.1657,77
Fri Aug 07 2026,BAC260807C00064000,0.45,0.135,0.43,0.48,86,0.2156,0.3063,0.1479,4249,64.00,BAC260807P00064000,1.79,-0.615,1.65,1.86,15,0.2206,-0.7028,0.1511,16
Fri Aug 07 2026,BAC260807C00065000,0.29,0.15,0.2,0.25,7,0.2149,0.1746,0.1108,1095,65.00,BAC260807P00065000,2.57,-0.705,2.35,2.69,10,0.2166,-0.8388,0.1153,21
Fri Aug 07 2026,BAC260807C00066000,0.1,0.03,0.08,0.12,44,0.2147,0.0896,0.0694,911,66.00,BAC260807P00066000,4.28,0,3.15,3.6,0,0.1921,-0.9283,0.075,0
Fri Aug 07 2026,BAC260807C00067000,0.04,0.005,0.03,0.05,4,0.2144,0.0494,0.0414,49,67.00,BAC260807P00067000,5.9,0,4.15,4.6,0,0.2343,-0.9714,0.0444,0
Fri Aug 07 2026,BAC260807C00068000,0.02,0,0.01,0.05,0,0.2407,0.0306,0.0259,315,68.00,BAC260807P00068000,10.25,0,5.1,5.55,0,0,-0.9884,0.023,0
Fri Aug 07 2026,BAC260807C00069000,0.02,0,0,0.04,0,0.2597,0.0209,0.0173,90,69.00,BAC260807P00069000,0,0,6.1,6.55,0,0,-0.9951,0.0113,0
Fri Aug 07 2026,BAC260807C00070000,0.01,0,0,0.03,0,0.2812,0.0152,0.0122,31,70.00,BAC260807P00070000,8.21,0,7.1,7.55,0,0,-0.9978,0.0053,0
Fri Aug 07 2026,BAC260807C00071000,0,0,0,0.03,0,0.3122,0.0115,0.0089,0,71.00,BAC260807P00071000,0,0,7.55,9.35,0,0.4631,-0.999,0.0026,0
Fri Aug 07 2026,BAC260807C00072000,0,0,0,0.03,0,0.3424,0.009,0.0067,0,72.00,BAC260807P00072000,0,0,8.55,10.55,0,0.5697,-0.9995,0.0013,0
Fri Aug 07 2026,BAC260807C00073000,0,0,0,0.03,0,0.3719,0.0073,0.0052,0,73.00,BAC260807P00073000,0,0,9.35,11.4,0,0.4555,-0.9998,0.0005,0
Fri Aug 07 2026,BAC260807C00074000,0,0,0,0.03,0,0.4006,0.006,0.0041,0,74.00,BAC260807P00074000,0,0,10.2,12.55,0,0.4886,-0.9999,0.0003,0
Fri Aug 14 2026,BAC260814C00030000,31.99,0,31.7,34,0,1.6744,0.9988,0.0002,1,30.00,BAC260814P00030000,0,0,0,0.02,0,1.2019,-0.0009,0.0002,0
Fri Aug 14 2026,BAC260814C00035000,26.65,0,26.5,29.05,0,1.1826,0.9981,0.0004,0,35.00,BAC260814P00035000,0,0,0,0.03,0,1.0068,-0.0017,0.0004,0
Fri Aug 14 2026,BAC260814C00040000,21.65,0,21.5,24.05,0,0.9065,0.9967,0.0009,1,40.00,BAC260814P00040000,0,0,0,0.03,0,0.7928,-0.0031,0.0009,0
Fri Aug 14 2026,BAC260814C00045000,0,0,16.55,19.05,0,0.7179,0.9939,0.002,0,45.00,BAC260814P00045000,0.05,0,0,0.04,0,0.6227,-0.0059,0.002,13
Fri Aug 14 2026,BAC260814C00046000,13.27,0,15.5,18.05,0,0.618,0.993,0.0023,10,46.00,BAC260814P00046000,0.02,0,0,0.04,0,0.5856,-0.0068,0.0023,3
Fri Aug 14 2026,BAC260814C00047000,14.96,0,15.55,16,0,0.5736,0.992,0.0028,16,47.00,BAC260814P00047000,0.02,0,0,0.04,0,0.5492,-0.0078,0.0028,3
Fri Aug 14 2026,BAC260814C00048000,12.9,0,14.55,15,0,0.5302,0.9909,0.0033,49,48.00,BAC260814P00048000,0.02,0,0,0.04,0,0.5134,-0.0089,0.0033,5
Fri Aug 14 2026,BAC260814C00049000,12.13,0,13.55,14.05,0,0.5398,0.9895,0.004,31,49.00,BAC260814P00049000,0.06,0,0,0.05,0,0.4921,-0.0104,0.004,1
Fri Aug 14 2026,BAC260814C00050000,12.13,0,12.55,13.05,0,0.4976,0.9878,0.0048,70,50.00,BAC260814P00050000,0.02,0,0.01,0.05,0,0.468,-0.012,0.0048,263
Fri Aug 14 2026,BAC260814C00051000,11.19,0,11.55,12.05,0,0.4561,0.9857,0.0059,66,51.00,BAC260814P00051000,0.04,0,0.01,0.05,0,0.4321,-0.0141,0.0059,22
Fri Aug 14 2026,BAC260814C00052000,10.82,0.795,10.55,11.05,72,0.4155,0.9831,0.0073,56,52.00,BAC260814P00052000,0.08,0,0.01,0.06,0,0.4057,-0.0168,0.0073,76
Fri Aug 14 2026,BAC260814C00053000,9.8,0.775,9.55,10.05,28,0.3756,0.9796,0.0092,30,53.00,BAC260814P00053000,0.05,0,0.01,0.06,0,0.37,-0.0203,0.0092,84
Fri Aug 14 2026,BAC260814C00054000,8.25,0,8.6,9.05,0,0.3668,0.9747,0.0119,55,54.00,BAC260814P00054000,0.05,0,0.01,0.07,0,0.3417,-0.0251,0.0119,44
Fri Aug 14 2026,BAC260814C00055000,7.65,0.625,7.6,8,1,0.2978,0.9676,0.0158,86,55.00,BAC260814P00055000,0.06,-0.015,0.02,0.07,4,0.312,-0.0323,0.0158,666
Fri Aug 14 2026,BAC260814C00056000,7.02,0.945,6.65,7.1,3,0.3254,0.9563,0.0216,141,56.00,BAC260814P00056000,0.08,-0.02,0.05,0.11,1,0.3069,-0.0436,0.0216,162
Fri Aug 14 2026,BAC260814C00057000,5.96,0.835,5.7,6.1,72,0.2975,0.9385,0.0302,95,57.00,BAC260814P00057000,0.11,-0.045,0.08,0.13,24,0.2839,-0.0615,0.0304,390
Fri Aug 14 2026,BAC260814C00058000,4.95,0.75,4.75,5.15,28,0.2768,0.9104,0.0428,74,58.00,BAC260814P00058000,0.16,-0.095,0.14,0.16,5,0.2652,-0.0898,0.043,697
Fri Aug 14 2026,BAC260814C00059000,3.97,0.62,3.85,4.15,10,0.2489,0.8675,0.0598,587,59.00,BAC260814P00059000,0.26,-0.12,0.22,0.24,19,0.2503,-0.1335,0.0604,501
Fri Aug 14 2026,BAC260814C00060000,3.35,0.755,3.05,3.25,2,0.2419,0.8048,0.0808,269,60.00,BAC260814P00060000,0.37,-0.21,0.36,0.39,15,0.2419,-0.1969,0.0817,389
Fri Aug 14 2026,BAC260814C00061000,2.31,0.43,2.26,2.44,20,0.2296,0.7185,0.1034,359,61.00,BAC260814P00061000,0.57,-0.31,0.56,0.6,6,0.2307,-0.2844,0.1047,94
Fri Aug 14 2026,BAC260814C00062000,1.65,0.355,1.66,1.73,19,0.2277,0.6085,0.1223,468,62.00,BAC260814P00062000,0.95,-0.35,0.86,0.92,1,0.2219,-0.396,0.1242,942
Fri Aug 14 2026,BAC260814C00063000,1.05,0.22,1.1,1.14,111,0.2186,0.4816,0.1312,1051,63.00,BAC260814P00063000,1.26,-0.585,1.28,1.36,2,0.2132,-0.5254,0.1338,66
Fri Aug 14 2026,BAC260814C00064000,0.7,0.21,0.66,0.71,7,0.2116,0.3513,0.1255,682,64.00,BAC260814P00064000,2.39,0,1.82,1.94,0,0.2034,-0.6589,0.1288,22
Fri Aug 14 2026,BAC260814C00065000,0.29,0,0.36,0.4,0,0.2052,0.2338,0.1059,209,65.00,BAC260814P00065000,2.64,-0.685,2.51,2.8,170,0.2117,-0.7807,0.1104,37
Fri Aug 14 2026,BAC260814C00066000,0.21,0.06,0.18,0.22,1,0.203,0.143,0.0787,132,66.00,BAC260814P00066000,4,0,3.25,3.65,0,0.1982,-0.877,0.0849,2
Fri Aug 14 2026,BAC260814C00067000,0.07,0,0.08,0.14,0,0.2072,0.0856,0.0536,60,67.00,BAC260814P00067000,0,0,4.25,4.6,0,0.226,-0.9404,0.0608,0
Fri Aug 14 2026,BAC260814C00068000,0.05,0,0.03,0.09,0,0.2127,0.0532,0.0356,86,68.00,BAC260814P00068000,5.34,-0.81,5.15,5.6,170,0.2478,-0.9751,0.0383,0
Fri Aug 14 2026,BAC260814C00069000,0.05,0,0.01,0.06,0,0.2211,0.0357,0.0243,263,69.00,BAC260814P00069000,0,0,6.1,6.55,0,0,-0.9903,0.0193,0
Fri Aug 14 2026,BAC260814C00070000,0.02,0,0,0.05,0,0.236,0.0255,0.0172,113,70.00,BAC260814P00070000,0,0,7.1,7.55,0,0,-0.9964,0.0088,0
Fri Aug 14 2026,BAC260814C00071000,0,0,0,0.04,0,0.2536,0.0192,0.0127,0,71.00,BAC260814P00071000,0,0,8.1,8.55,0,0,-0.9987,0.0033,0
Fri Aug 14 2026,BAC260814C00072000,0,0,0,0.04,0,0.278,0.0149,0.0097,0,72.00,BAC260814P00072000,0,0,9.1,9.55,0,0,-0.9995,0.0014,0
Fri Aug 14 2026,BAC260814C00073000,0,0,0,0.04,0,0.3018,0.012,0.0075,0,73.00,BAC260814P00073000,0,0,9.2,11.6,0,0.4034,-0.9998,0.0006,0
Fri Aug 14 2026,BAC260814C00074000,0,0,0,0.04,0,0.3251,0.0098,0.006,0,74.00,BAC260814P00074000,0,0,10.1,12.6,0,0,-1,0.0001,0
Fri Aug 21 2026,BAC260821C00030000,30.85,0,32.05,33.05,0,0,0.9989,0.0002,8,30.00,BAC260821P00030000,0.01,0,0,0.01,0,0.9594,-0.0008,0.0002,536
Fri Aug 21 2026,BAC260821C00035000,26.55,0,26.55,28.1,0,0,0.9982,0.0004,10,35.00,BAC260821P00035000,0.01,0,0,0.01,0,0.7698,-0.0015,0.0004,1038
Fri Aug 21 2026,BAC260821C00036000,25.7,0,25.55,27.1,0,0,0.998,0.0004,4,36.00,BAC260821P00036000,0.1,0,0,0.03,0,0.8189,-0.0017,0.0004,17
Fri Aug 21 2026,BAC260821C00037000,24.55,0,24.55,26.1,0,0,0.9978,0.0005,3,37.00,BAC260821P00037000,0.09,0,0,0.03,0,0.7816,-0.0019,0.0005,116
Fri Aug 21 2026,BAC260821C00038000,23.7,0,24.05,25.15,0,0,0.9975,0.0006,2,38.00,BAC260821P00038000,0.03,0,0,0.01,0,0.6682,-0.0022,0.0006,44
Fri Aug 21 2026,BAC260821C00039000,22.5,0,23.05,24.8,0,0.9936,0.9972,0.0007,2,39.00,BAC260821P00039000,0.01,0,0,0.03,0,0.7099,-0.0026,0.0007,90
Fri Aug 21 2026,BAC260821C00040000,21.92,0,22.2,23.1,0,0,0.9968,0.0008,55,40.00,BAC260821P00040000,0.02,0.01,0,0.02,1,0.8801,-0.0029,0.0008,4305
Fri Aug 21 2026,BAC260821C00041000,19.85,0,21.15,22.3,0,0,0.9963,0.001,4,41.00,BAC260821P00041000,0.02,0,0,0.04,0,0.6627,-0.0034,0.001,133
Fri Aug 21 2026,BAC260821C00042000,19.55,0,19.65,21.1,0,0,0.9958,0.0012,4,42.00,BAC260821P00042000,0.03,0,0,0.04,0,0.6286,-0.0039,0.0012,1353
Fri Aug 21 2026,BAC260821C00043000,17.77,0,18.85,20.1,0,0,0.9952,0.0014,34,43.00,BAC260821P00043000,0.02,0,0,0.04,0,0.5953,-0.0045,0.0014,604
Fri Aug 21 2026,BAC260821C00044000,18.05,0,17.9,19.1,0,0,0.9946,0.0016,1,44.00,BAC260821P00044000,0.09,0,0,0.04,0,0.5626,-0.0052,0.0016,5029
Fri Aug 21 2026,BAC260821C00045000,16.84,0,17.55,18.05,0,0.5465,0.9937,0.002,160,45.00,BAC260821P00045000,0.02,0,0.01,0.03,0,0.5305,-0.006,0.002,11196
Fri Aug 21 2026,BAC260821C00046000,13.64,0,16.6,17.05,0,0.5589,0.9928,0.0024,17,46.00,BAC260821P00046000,0.02,0,0,0.04,0,0.499,-0.007,0.0024,962
Fri Aug 21 2026,BAC260821C00047000,15.23,0,15.6,16.05,0,0.5195,0.9916,0.0028,81,47.00,BAC260821P00047000,0.02,0,0.01,0.05,0,0.493,-0.0081,0.0028,1523
Fri Aug 21 2026,BAC260821C00048000,14.5,0.475,14.6,15.05,1,0.4809,0.9902,0.0034,80,48.00,BAC260821P00048000,0.02,0,0.01,0.05,0,0.4614,-0.0095,0.0034,6262
Fri Aug 21 2026,BAC260821C00049000,12.91,0,13.6,14.05,0,0.4432,0.9884,0.0042,57,49.00,BAC260821P00049000,0.01,-0.015,0.01,0.04,1,0.4195,-0.0113,0.0042,944
Fri Aug 21 2026,BAC260821C00050000,12.6,0.575,12.6,13.05,1182,0.4061,0.9862,0.0052,2447,50.00,BAC260821P00050000,0.03,0.005,0.01,0.03,5,0.3781,-0.0135,0.0052,8646
Fri Aug 21 2026,BAC260821C00051000,11.75,0.675,11.6,12.05,78,0.3698,0.9834,0.0065,27,51.00,BAC260821P00051000,0.04,0,0.01,0.07,1,0.3842,-0.0164,0.0065,308
Fri Aug 21 2026,BAC260821C00052000,10.86,0.81,10.65,11.05,53,0.3684,0.9796,0.0082,43,52.00,BAC260821P00052000,0.04,-0.015,0.01,0.05,1,0.3384,-0.0202,0.0082,102
Fri Aug 21 2026,BAC260821C00052500,10.46,0.86,10.15,10.6,10,0.3752,0.9772,0.0093,3165,52.50,BAC260821P00052500,0.05,-0.01,0.04,0.05,149,0.3439,-0.0226,0.0093,5428
Fri Aug 21 2026,BAC260821C00053000,9.09,0,9.65,10,0,0.2993,0.9744,0.0106,29,53.00,BAC260821P00053000,0.07,0,0.02,0.07,3,0.3283,-0.0254,0.0106,16
Fri Aug 21 2026,BAC260821C00054000,8.06,0,8.7,9.1,0,0.3402,0.967,0.0138,37,54.00,BAC260821P00054000,0.09,0,0.04,0.1,0,0.3207,-0.0329,0.0139,38
Fri Aug 21 2026,BAC260821C00055000,7.89,0.765,7.85,8.05,5,0.3328,0.9562,0.0185,5682,55.00,BAC260821P00055000,0.1,-0.025,0.08,0.1,64,0.3022,-0.0437,0.0186,6204
Fri Aug 21 2026,BAC260821C00056000,6.92,0.745,6.75,7.05,78,0.2682,0.9404,0.0249,59,56.00,BAC260821P00056000,0.17,0,0.1,0.14,0,0.2854,-0.0596,0.025,93
Fri Aug 21 2026,BAC260821C00057000,5.94,0.665,5.8,6.1,53,0.2578,0.9174,0.0337,131,57.00,BAC260821P00057000,0.18,-0.07,0.16,0.19,111,0.274,-0.0828,0.0339,414
Fri Aug 21 2026,BAC260821C00057500,5.55,0.75,5.35,5.65,28,0.2589,0.9023,0.0391,10130,57.50,BAC260821P00057500,0.21,-0.07,0.19,0.21,58,0.2644,-0.0979,0.0394,11716
Fri Aug 21 2026,BAC260821C00058000,5.33,0.955,4.9,5.2,1,0.2562,0.8844,0.0452,392,58.00,BAC260821P00058000,0.26,-0.105,0.23,0.26,8,0.2598,-0.116,0.0455,296
Fri Aug 21 2026,BAC260821C00059000,3.5,0,4,4.3,0,0.2422,0.8383,0.0594,53,59.00,BAC260821P00059000,0.38,-0.15,0.34,0.38,513,0.2491,-0.163,0.0601,695
Fri Aug 21 2026,BAC260821C00060000,3.2,0.4,3.2,3.4,39,0.2302,0.7762,0.0754,14514,60.00,BAC260821P00060000,0.52,-0.24,0.5,0.55,191,0.2392,-0.2259,0.0764,8516
Fri Aug 21 2026,BAC260821C00061000,2.55,0.45,2.44,2.66,3,0.2251,0.6967,0.0915,472,61.00,BAC260821P00061000,0.76,-0.31,0.73,0.79,193,0.2301,-0.3068,0.0929,664
Fri Aug 21 2026,BAC260821C00062000,1.84,0.325,1.89,1.97,41,0.2263,0.6007,0.1046,7381,62.00,BAC260821P00062000,1.11,-0.395,1.03,1.12,55,0.2204,-0.4045,0.1065,486
Fri Aug 21 2026,BAC260821C00062500,1.62,0.35,1.6,1.66,316,0.2224,0.5479,0.1089,13065,62.50,BAC260821P00062500,1.34,-0.39,1.25,1.32,234,0.2179,-0.4585,0.1112,576
Fri Aug 21 2026,BAC260821C00063000,1.29,0.255,1.33,1.39,50,0.219,0.4929,0.1114,412,63.00,BAC260821P00063000,1.53,-0.485,1.47,1.55,11,0.2134,-0.5148,0.114,35
Fri Aug 21 2026,BAC260821C00064000,0.89,0.225,0.88,0.93,413,0.2126,0.3813,0.1093,695,64.00,BAC260821P00064000,2.46,0,2.01,2.11,0,0.2057,-0.6298,0.1128,50
Fri Aug 21 2026,BAC260821C00065000,0.59,0.18,0.55,0.59,209,0.2081,0.2762,0.098,24448,65.00,BAC260821P00065000,2.75,-0.675,2.61,2.8,11,0.195,-0.7393,0.1024,330
Fri Aug 21 2026,BAC260821C00066000,0.34,0.1,0.31,0.35,517,0.2027,0.1871,0.08,371,66.00,BAC260821P00066000,3.4,-0.875,3.3,3.7,45,0.1897,-0.8338,0.0858,99
Fri Aug 21 2026,BAC260821C00067000,0.17,0.025,0.17,0.22,7,0.2038,0.1203,0.0598,130,67.00,BAC260821P00067000,0,0,4.2,4.6,0,0.1891,-0.9069,0.0677,0
Fri Aug 21 2026,BAC260821C00067500,0.13,0.025,0.13,0.15,1,0.2012,0.096,0.0506,1645,67.50,BAC260821P00067500,5.68,0,4.7,5.1,0,0.2045,-0.935,0.0587,40
Fri Aug 21 2026,BAC260821C00068000,0.09,0,0.09,0.14,0,0.2064,0.0763,0.0423,409,68.00,BAC260821P00068000,6.23,0,5.1,5.55,0,0,-0.9579,0.0497,0
Fri Aug 21 2026,BAC260821C00069000,0.07,0,0.03,0.1,0,0.2087,0.049,0.0291,2,69.00,BAC260821P00069000,0,0,6.1,6.6,0,0,-0.986,0.0265,0
Fri Aug 21 2026,BAC260821C00070000,0.03,0,0.01,0.05,0,0.2052,0.0328,0.0202,3617,70.00,BAC260821P00070000,8.85,0,7.1,7.55,0,0,-0.9966,0.0086,0
Fri Aug 21 2026,BAC260821C00071000,0,0,0.01,0.05,0,0.2275,0.023,0.0144,0,71.00,BAC260821P00071000,0,0,8.1,8.55,0,0,-0.9994,0.0019,0
Fri Aug 21 2026,BAC260821C00072000,0,0,0,0.04,0,0.2353,0.0168,0.0105,0,72.00,BAC260821P00072000,0,0,9.1,9.55,0,0,-1,0,0
Fri Aug 21 2026,BAC260821C00073000,0,0,0,0.04,0,0.2555,0.0127,0.0079,0,73.00,BAC260821P00073000,0,0,10.1,10.55,0,0,-1,0,0
Fri Aug 21 2026,BAC260821C00074000,0,0,0,0.04,0,0.2753,0.0099,0.0061,0,74.00,BAC260821P00074000,0,0,11.1,11.55,0,0,-1,0,0
Fri Aug 21 2026,BAC260821C00075000,0.04,0.03,0,0.03,400,0.2839,0.0079,0.0048,913,75.00,BAC260821P00075000,13.72,0,12,13.1,0,0.4847,-1,0,0
Fri Aug 28 2026,BAC260828C00030000,30.81,0,31.5,34.1,0,1.071,0.9985,0.0002,20,30.00,BAC260828P00030000,0,0,0,0.04,0,0.9731,-0.0011,0.0002,0
Fri Aug 28 2026,BAC260828C00035000,25.83,0,26.5,29.1,0,0.8023,0.9976,0.0005,2,35.00,BAC260828P00035000,0,0,0,0.05,0,0.8037,-0.0021,0.0005,0
Fri Aug 28 2026,BAC260828C00040000,0,0,21.55,24.15,0,0.701,0.9957,0.001,0,40.00,BAC260828P00040000,0,0,0,0.05,0,0.6346,-0.0039,0.001,0
Fri Aug 28 2026,BAC260828C00045000,16.48,0,17.6,18.1,0,0.5017,0.9918,0.0024,13,45.00,BAC260828P00045000,0.07,0,0.01,0.06,0,0.505,-0.0079,0.0024,5
Fri Aug 28 2026,BAC260828C00047000,14.08,0,15.6,16.1,0,0.427,0.989,0.0034,22,47.00,BAC260828P00047000,0.01,0,0.01,0.07,0,0.4547,-0.0107,0.0034,1
Fri Aug 28 2026,BAC260828C00048000,13.18,0,14.6,15.1,0,0.4344,0.9871,0.0042,11,48.00,BAC260828P00048000,0.01,0,0.01,0.07,0,0.4257,-0.0126,0.0042,15
Fri Aug 28 2026,BAC260828C00049000,13.22,0,13.65,14.15,0,0.4295,0.9848,0.0051,21,49.00,BAC260828P00049000,0,0,0.01,0.08,0,0.404,-0.0149,0.0051,0
Fri Aug 28 2026,BAC260828C00050000,12.28,0,12.65,13.15,0,0.3954,0.9818,0.0062,32,50.00,BAC260828P00050000,0.05,0,0.01,0.09,0,0.3814,-0.0179,0.0063,13
Fri Aug 28 2026,BAC260828C00051000,10.32,0,11.65,12.15,0,0.3619,0.9778,0.0078,11,51.00,BAC260828P00051000,0.1,0,0.01,0.1,0,0.3582,-0.0219,0.0078,11
Fri Aug 28 2026,BAC260828C00052000,10.12,0,10.7,11.15,0,0.351,0.9726,0.0098,18,52.00,BAC260828P00052000,0.12,0,0.02,0.11,0,0.3393,-0.0271,0.0098,53
Fri Aug 28 2026,BAC260828C00053000,8.34,0,9.7,10.15,0,0.3182,0.9655,0.0125,35,53.00,BAC260828P00053000,0.14,0,0.03,0.13,0,0.3214,-0.0344,0.0126,631
Fri Aug 28 2026,BAC260828C00054000,8.37,0,8.75,9.2,0,0.3169,0.9557,0.0162,29,54.00,BAC260828P00054000,0.17,0,0.05,0.1,0,0.2889,-0.0441,0.0162,139
Fri Aug 28 2026,BAC260828C00055000,8.05,0.825,7.8,8.1,1,0.2701,0.9421,0.021,315,55.00,BAC260828P00055000,0.15,-0.025,0.08,0.15,2,0.2823,-0.0579,0.0212,144
Fri Aug 28 2026,BAC260828C00056000,5.83,0,6.85,7.25,0,0.2821,0.9233,0.0274,51,56.00,BAC260828P00056000,0.18,-0.06,0.14,0.22,1,0.2787,-0.0769,0.0276,87
Fri Aug 28 2026,BAC260828C00057000,6.45,1.05,5.9,6.35,1,0.2713,0.8974,0.0356,33,57.00,BAC260828P00057000,0.26,-0.075,0.22,0.27,2,0.2666,-0.1031,0.036,265
Fri Aug 28 2026,BAC260828C00058000,4.75,0,5,5.45,0,0.2603,0.8624,0.0457,364,58.00,BAC260828P00058000,0.34,-0.13,0.32,0.37,10,0.2573,-0.1386,0.0462,80
Fri Aug 28 2026,BAC260828C00059000,3.75,0,4.15,4.55,0,0.2476,0.816,0.0575,1109,59.00,BAC260828P00059000,0.44,-0.22,0.43,0.53,2,0.2476,-0.1856,0.0582,67
Fri Aug 28 2026,BAC260828C00060000,3.55,0.53,3.4,3.75,4,0.2449,0.7565,0.0702,188,60.00,BAC260828P00060000,0.63,-0.295,0.6,0.75,20,0.2401,-0.2461,0.0713,222
Fri Aug 28 2026,BAC260828C00061000,2.65,0.315,2.66,2.87,2,0.2263,0.6833,0.0826,79,61.00,BAC260828P00061000,0.93,-0.315,0.83,0.98,2,0.2282,-0.3207,0.0841,102
Fri Aug 28 2026,BAC260828C00062000,2.24,0.495,2.02,2.27,3,0.2256,0.5974,0.0927,706,62.00,BAC260828P00062000,1.29,-0.38,1.2,1.38,51,0.2278,-0.4084,0.0947,118
Fri Aug 28 2026,BAC260828C00063000,1.55,0.305,1.52,1.6,9,0.217,0.5022,0.0984,454,63.00,BAC260828P00063000,1.69,-0.515,1.6,1.84,35,0.2208,-0.5062,0.1011,20
